"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
17,152,"MAR","Morocco",1,"Chaouia - Ouardigha",1,"Ben Slimane",2,"Bouznika",17,"Sidi Moussa El Majdoub",NA,"Commune Rural","Rural Commune"
18,152,"MAR","Morocco",1,"Chaouia - Ouardigha",1,"Ben Slimane",3,"NA (Ben Slimane)",18,"Ben Slimane",NA,"Commune Urbaine","Urban Commune"
19,152,"MAR","Morocco",1,"Chaouia - Ouardigha",1,"Ben Slimane",4,"NA (Bouznika)",19,"Bouznika",NA,"Commune Urbaine","Urban Commune"
20,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",20,"Ain Kaicher",NA,"Commune Rural","Rural Commune"
21,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",21,"Bni Bataou",NA,"Commune Rural","Rural Commune"
22,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",22,"Bni Zrantel",NA,"Commune Rural","Rural Commune"
23,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",23,"Boukhrisse",NA,"Commune Rural","Rural Commune"
24,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",24,"Chougrane",NA,"Commune Rural","Rural Commune"
25,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",25,"Oulad Gouaouch",NA,"Commune Rural","Rural Commune"
26,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",26,"Rouached",NA,"Commune Rural","Rural Commune"
27,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",5,"Bejaad",27,"Tachrafat",NA,"Commune Rural","Rural Commune"
28,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",28,"Bir Mezoui",NA,"Commune Rural","Rural Commune"
29,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",29,"Bni Ykhlef",NA,"Commune Rural","Rural Commune"
30,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",30,"Boulanouare",NA,"Commune Rural","Rural Commune"
31,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",31,"El Foqra",NA,"Commune Rural","Rural Commune"
32,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",32,"Lagfaf",NA,"Commune Rural","Rural Commune"
33,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",33,"M'Fassis",NA,"Commune Rural","Rural Commune"
34,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",34,"Oulad Abdoune",NA,"Commune Rural","Rural Commune"
35,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",6,"Khouribga",35,"Oulad Azzouz",NA,"Commune Rural","Rural Commune"
36,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",7,"NA (Bejaad)",36,"Bejaad",NA,"Commune Urbaine","Urban Commune"
37,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",8,"NA (Boujniba)",37,"Boujniba",NA,"Commune Urbaine","Urban Commune"
38,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",9,"NA (Hattane)",38,"Hattane",NA,"Commune Urbaine","Urban Commune"
39,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",10,"NA (Khouribga)",39,"Khouribga",NA,"Commune Urbaine","Urban Commune"
40,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",11,"NA (Ouad Zem)",40,"Ouad Zem",NA,"Commune Urbaine","Urban Commune"
41,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",41,"Ait Ammar",NA,"Commune Rural","Rural Commune"
42,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",42,"Bni Smir",NA,"Commune Rural","Rural Commune"
43,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",43,"Braksa",NA,"Commune Rural","Rural Commune"
44,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",44,"Kasbat Troch",NA,"Commune Rural","Rural Commune"
45,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",45,"Lagnadiz",NA,"Commune Rural","Rural Commune"
46,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",46,"Maadna",NA,"Commune Rural","Rural Commune"
47,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",47,"Oulad Aissa",NA,"Commune Rural","Rural Commune"
48,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",48,"Oulad Boughadi",NA,"Commune Rural","Rural Commune"
49,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",49,"Oulad Fennane",NA,"Commune Rural","Rural Commune"
50,152,"MAR","Morocco",1,"Chaouia - Ouardigha",2,"Khouribga",12,"Ouad Zem",50,"Oulad Ftata",NA,"Commune Rural","Rural Commune"
51,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",51,"Ain Dorbane",NA,"Commune Rural","Rural Commune"
52,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",52,"Bougargouh",NA,"Commune Rural","Rural Commune"
53,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",53,"Lahlaf M'Zab",NA,"Commune Rural","Rural Commune"
54,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",54,"Lakhzazra",NA,"Commune Rural","Rural Commune"
55,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",55,"M'Garto",NA,"Commune Rural","Rural Commune"
56,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",56,"Mniaa",NA,"Commune Rural","Rural Commune"
57,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",57,"Mrizigue",NA,"Commune Rural","Rural Commune"
58,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",58,"N'Khila",NA,"Commune Rural","Rural Commune"
59,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",59,"Ouad Naanaa",NA,"Commune Rural","Rural Commune"
60,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",60,"Oulad Chbana",NA,"Commune Rural","Rural Commune"
61,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",61,"Oulad Fares",NA,"Commune Rural","Rural Commune"
62,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",62,"Oulad M'Hamed",NA,"Commune Rural","Rural Commune"
63,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",63,"Ras El Ain Chaouia",NA,"Commune Rural","Rural Commune"
64,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",64,"Sgamna",NA,"Commune Rural","Rural Commune"
65,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",65,"Sidi Abdelkrim",NA,"Commune Rural","Rural Commune"
66,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",66,"Sidi Dahbi",NA,"Commune Rural","Rural Commune"
67,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",13,"Ben Ahmed",67,"Sidi Hajjaj",NA,"Commune Rural","Rural Commune"
68,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",68,"Ben Maachou",NA,"Commune Rural","Rural Commune"
69,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",69,"Laghnimyine",NA,"Commune Rural","Rural Commune"
70,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",70,"Lahsasna",NA,"Commune Rural","Rural Commune"
71,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",71,"Lakhiaita",NA,"Commune Rural","Rural Commune"
72,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",72,"Oulad Salah",NA,"Commune Rural","Rural Commune"
73,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",73,"Sahel Oulad H'Riz",NA,"Commune Rural","Rural Commune"
74,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",74,"Sidi Abdelkhaleq",NA,"Commune Rural","Rural Commune"
75,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",75,"Sidi El Mekki",NA,"Commune Rural","Rural Commune"
76,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",76,"Sidi Rahal Chatai",NA,"Commune Rural","Rural Commune"
77,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",77,"Soualem",NA,"Commune Rural","Rural Commune"
78,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",14,"Berrechid",78,"Zaouiat Sidi Ben Hamdoun",NA,"Commune Rural","Rural Commune"
79,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",79,"Ain Blal",NA,"Commune Rural","Rural Commune"
80,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",80,"Bni Khloug",NA,"Commune Rural","Rural Commune"
81,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",81,"Dar Chaffai",NA,"Commune Rural","Rural Commune"
82,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",82,"Laqraqra",NA,"Commune Rural","Rural Commune"
83,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",83,"Meskoura",NA,"Commune Rural","Rural Commune"
84,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",84,"Oulad Amer",NA,"Commune Rural","Rural Commune"
85,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",85,"Oulad Bouali Nouaja",NA,"Commune Rural","Rural Commune"
86,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",86,"Oulad Fares El Halla",NA,"Commune Rural","Rural Commune"
87,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",87,"Oulad Freiha",NA,"Commune Rural","Rural Commune"
88,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",88,"Sidi Ahmed El Khadir",NA,"Commune Rural","Rural Commune"
89,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",15,"El Borouj",89,"Sidi Boumehdi",NA,"Commune Rural","Rural Commune"
90,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",90,"Deroua",NA,"Commune Rural","Rural Commune"
91,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",91,"Foqra Oulad Aameur",NA,"Commune Rural","Rural Commune"
92,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",92,"Jaqma",NA,"Commune Rural","Rural Commune"
93,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",93,"Kasbat Ben Mchich",NA,"Commune Rural","Rural Commune"
94,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",94,"Lambarkiyine",NA,"Commune Rural","Rural Commune"
95,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",95,"Oulad Cebbah",NA,"Commune Rural","Rural Commune"
96,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",96,"Oulad Zidane",NA,"Commune Rural","Rural Commune"
97,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",16,"El Gara",97,"Riah",NA,"Commune Rural","Rural Commune"
98,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",17,"NA (Ben Ahmed)",98,"Ben Ahmed",NA,"Commune Urbaine","Urban Commune"
99,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",18,"NA (Berrechid)",99,"Berrechid",NA,"Commune Urbaine","Urban Commune"
100,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",19,"NA (El Borouj)",100,"El Borouj",NA,"Commune Urbaine","Urban Commune"
101,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",20,"NA (El Gara)",101,"El Gara",NA,"Commune Urbaine","Urban Commune"
102,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",21,"NA (Loulad)",102,"Loulad",NA,"Commune Urbaine","Urban Commune"
103,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",22,"NA (Oulad Abbou)",103,"Oulad Abbou",NA,"Commune Urbaine","Urban Commune"
104,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",23,"NA (Oulad M'Rah)",104,"Oulad M'Rah",NA,"Commune Urbaine","Urban Commune"
105,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",24,"NA (Settat)",105,"Settat",NA,"Commune Urbaine","Urban Commune"
106,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",106,"Ain Nzagh",NA,"Commune Rural","Rural Commune"
107,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",107,"Bni Yagrine",NA,"Commune Rural","Rural Commune"
108,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",108,"Gdana",NA,"Commune Rural","Rural Commune"
109,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",109,"Guisser",NA,"Commune Rural","Rural Commune"
110,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",110,"Khemisset Chaouia",NA,"Commune Rural","Rural Commune"
111,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",111,"Lahouaza",NA,"Commune Rural","Rural Commune"
112,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",112,"Machraa Ben Abbou",NA,"Commune Rural","Rural Commune"
113,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",113,"Mzoura",NA,"Commune Rural","Rural Commune"
114,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",114,"Oulad Aafif",NA,"Commune Rural","Rural Commune"
115,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",115,"Oulad Said",NA,"Commune Rural","Rural Commune"
116,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",116,"Oulad Sghir",NA,"Commune Rural","Rural Commune"
117,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",117,"Rima",NA,"Commune Rural","Rural Commune"
118,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",118,"Sidi El Aidi",NA,"Commune Rural","Rural Commune"
119,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",119,"Sidi Mohammed Ben Rahal",NA,"Commune Rural","Rural Commune"
120,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",120,"Tamadroust",NA,"Commune Rural","Rural Commune"
121,152,"MAR","Morocco",1,"Chaouia - Ouardigha",3,"Settat",25,"Settat",121,"Toualet",NA,"Commune Rural","Rural Commune"
122,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",26,"Azemmour",122,"Chtouka",NA,"Commune Rural","Rural Commune"
123,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",26,"Azemmour",123,"Haouzia",NA,"Commune Rural","Rural Commune"
124,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",26,"Azemmour",124,"Laghdira",NA,"Commune Rural","Rural Commune"
125,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",26,"Azemmour",125,"Lamharza Essahel",NA,"Commune Rural","Rural Commune"
126,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",26,"Azemmour",126,"Oulad Rahmoune",NA,"Commune Rural","Rural Commune"
127,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",26,"Azemmour",127,"Sidi Ali Ben Hamdouche",NA,"Commune Rural","Rural Commune"
128,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",27,"El Jadida",128,"Moulay Abdellah",NA,"Commune Rural","Rural Commune"
129,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",27,"El Jadida",129,"Oulad Aissa",NA,"Commune Rural","Rural Commune"
130,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",27,"El Jadida",130,"Oulad Ghanem",NA,"Commune Rural","Rural Commune"
131,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",27,"El Jadida",131,"Oulad Hcine",NA,"Commune Rural","Rural Commune"
132,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",27,"El Jadida",132,"Sidi Abed",NA,"Commune Rural","Rural Commune"
133,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",27,"El Jadida",133,"Sidi M'Hamed Akhdim",NA,"Commune Rural","Rural Commune"
134,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",28,"NA (Azemmour)",134,"Azemmour",NA,"Commune Urbaine","Urban Commune"
135,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",29,"NA (El Jadida)",135,"El Jadida",NA,"Commune Urbaine","Urban Commune"
136,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",30,"NA (Lbir Jdid)",136,"Lbir Jdid",NA,"Commune Urbaine","Urban Commune"
137,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",31,"NA (Sidi Bennour)",137,"Sidi Bennour",NA,"Commune Urbaine","Urban Commune"
138,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",32,"NA (Zemamra)",138,"Zemamra",NA,"Commune Urbaine","Urban Commune"
139,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",139,"Bni Hilal",NA,"Commune Rural","Rural Commune"
140,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",140,"Bni Tsiriss",NA,"Commune Rural","Rural Commune"
141,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",141,"Bouhmame",NA,"Commune Rural","Rural Commune"
142,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",142,"Jabria",NA,"Commune Rural","Rural Commune"
143,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",143,"Khmis Ksiba",NA,"Commune Rural","Rural Commune"
144,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",144,"Koudiat Bni Dghough",NA,"Commune Rural","Rural Commune"
145,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",145,"Kridid",NA,"Commune Rural","Rural Commune"
146,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",146,"Laagagcha",NA,"Commune Rural","Rural Commune"
147,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",147,"Laamria",NA,"Commune Rural","Rural Commune"
148,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",148,"Laaounate",NA,"Commune Rural","Rural Commune"
149,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",149,"Laatatra",NA,"Commune Rural","Rural Commune"
150,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",150,"Lmechrek",NA,"Commune Rural","Rural Commune"
151,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",151,"M'Tal",NA,"Commune Rural","Rural Commune"
152,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",152,"Metrane",NA,"Commune Rural","Rural Commune"
153,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",153,"Oulad Amrane",NA,"Commune Rural","Rural Commune"
154,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",154,"Oulad Boussaken",NA,"Commune Rural","Rural Commune"
155,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",155,"Oulad Si Bouhya",NA,"Commune Rural","Rural Commune"
156,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",33,"Sidi Bennou",156,"Tamda",NA,"Commune Rural","Rural Commune"
157,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",157,"Boulaouane",NA,"Commune Rural","Rural Commune"
158,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",158,"Chaibate",NA,"Commune Rural","Rural Commune"
159,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",159,"Mettouh",NA,"Commune Rural","Rural Commune"
160,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",160,"Mogress",NA,"Commune Rural","Rural Commune"
161,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",161,"Oulad Frej",NA,"Commune Rural","Rural Commune"
162,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",162,"Oulad Hamdane",NA,"Commune Rural","Rural Commune"
163,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",163,"Oulad Sidi Ali Ben Youssef",NA,"Commune Rural","Rural Commune"
164,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",164,"Sebt Saiss",NA,"Commune Rural","Rural Commune"
165,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",165,"Si Hsaien Ben Abderrahmane",NA,"Commune Rural","Rural Commune"
166,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",166,"Sidi Smail",NA,"Commune Rural","Rural Commune"
167,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",167,"Zaouiat Lakouacem",NA,"Commune Rural","Rural Commune"
168,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",34,"Sidi Smail",168,"Zaouiat Saiss",NA,"Commune Rural","Rural Commune"
169,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",35,"Zemamra",169,"Laghnadra",NA,"Commune Rural","Rural Commune"
170,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",35,"Zemamra",170,"Lgharbia",NA,"Commune Rural","Rural Commune"
171,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",35,"Zemamra",171,"Loualidia",NA,"Commune Rural","Rural Commune"
172,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",35,"Zemamra",172,"Oulad Sbaita",NA,"Commune Rural","Rural Commune"
173,152,"MAR","Morocco",2,"Doukkala - Abda",4,"El Jadida",35,"Zemamra",173,"Saniat Berguig",NA,"Commune Rural","Rural Commune"
174,152,"MAR","Morocco",2,"Doukkala - Abda",5,"Safi",36,"Abda",174,"Bouguedra",NA,"Commune Rural","Rural Commune"
175,152,"MAR","Morocco",2,"Doukkala - Abda",5,"Safi",36,"Abda",175,"El Gouraani",NA,"Commune Rural","Rural Commune"
